# Export aus VertriebsSystem v4.2 - 03.01.2026
Auftragsdatum,Region,Produktgruppe,Produkt,Umsatz,Marge
2025-05-12,Nord,Bürobedarf,Notizbuch,420.08,0.29
2025-05-12,Ost,Verbrauchsmaterial,Toner,738.27,0.37
2025-05-12,Ost,Zubehör,Kabelkanal,500.18,0.42
2025-05-13,Ost ,Technik,Monitor,1379.13,0.32
2025-05-13,West,Möbel,Schreibtisch,1495.26,0.39
2025-05-13,West,Möbel,Rollcontainer,1803.82,0.33
2025-05-13,West,Bürobedarf,Notizbuch,138.40,0.45
2025-05-13,West ,Bürobedarf,Stiftebox,333.97,0.35
2025-05-13,Nord ,Zubehör,Monitorarm,245.46,0.23
2025-05-14,West,Möbel,Rollcontainer,680.48,0.27
2025-05-14,Ost ,Zubehör,Monitorarm,360.62,0.31
2025-05-15,West,Verbrauchsmaterial,Toner,693.43,0.38
2025-05-15,Nord,Technik,Tastatur,1219.94,0.25
2025-05-15,Süd,Möbel,Schreibtisch,1680.63,0.30
2025-05-15,Ost,Verbrauchsmaterial,Toner,817.46,0.28
2025-05-15,Ost ,Technik,Tastatur,1365.82,0.27
2025-05-15,Süd,Technik,Monitor,774.55,0.33
2025-05-15,Ost,Verbrauchsmaterial,Etiketten,433.42,0.33
2025-05-15,Ost,Bürobedarf,Stiftebox,470.16,0.30
2025-05-15,West,Bürobedarf,Stiftebox,243.66,0.38
2025-05-15,Ost,Bürobedarf,Stiftebox,235.83,0.37
2025-05-15,Ost,Verbrauchsmaterial,Druckerpatrone,542.00,0.39
2025-05-16,West,Verbrauchsmaterial,Druckerpatrone,360.77,0.29
2025-05-16,Süd,Bürobedarf,Notizbuch,220.11,0.40
2025-05-16,Nord,Verbrauchsmaterial,Klebeband,464.58,0.22
2025-05-16,Ost,Verbrauchsmaterial,Toner,557.10,0.36
2025-05-16,Süd,Bürobedarf,Druckerpapier,363.54,0.38
2025-05-17,West,Verbrauchsmaterial,Toner,274.90,0.38
2025-05-17,Süd,Bürobedarf,Druckerpapier,240.03,0.34
2025-05-17,Süd,Technik,Monitor,1053.81,0.33
2025-05-17,Nord,Technik,Tastatur,3078.20,0.20
2025-05-17,Ost,Bürobedarf,Notizbuch,261.72,0.48
2025-05-17,West ,Möbel,Rollcontainer,749.30,0.30
2025-05-18,Ost,Bürobedarf,Stiftebox,244.76,0.38
2025-05-18,West,Bürobedarf,Ordner,106.39,0.41
2025-05-18,West,Bürobedarf,Ordner,200.90,0.30
2025-05-18,Nord,Technik,Dockingstation,849.82,0.21
2025-05-18,Ost ,Bürobedarf,Druckerpapier,178.89,0.38
2025-05-18,Ost,Bürobedarf,Notizbuch,270.49,0.28
2025-05-18,Nord,Verbrauchsmaterial,Etiketten,294.03,0.24
2025-05-18,West,Möbel,Bürostuhl,1069.81,0.29
2025-05-18,Ost,Bürobedarf,Notizbuch,401.29,0.45
2025-05-18,Ost,Zubehör,Handballenauflage,1047.47,0.34
2025-05-19,Süd,Bürobedarf,Notizbuch,168.22,0.43
2025-05-19,Ost,zubehör,Handballenauflage,1456.01,0.35
2025-05-20,Süd,Zubehör,Monitorarm,347.51,0.36
2025-05-20,Ost,Bürobedarf,Notizbuch,387.56,0.37
2025-05-20,West,Bürobedarf,Ordner,220.74,0.41
2025-05-20,West,Verbrauchsmaterial,Druckerpatrone,576.48,0.36
2025-05-20,West,Technik,Headset,1982.14,0.30
2025-05-21,Süd,Möbel,Schreibtisch,1489.25,0.29
2025-05-21,West,Möbel,Rollcontainer,1297.58,0.26
2025-05-21,Süd,Möbel,Bürostuhl,1690.98,0.28
2025-05-21,Ost,Zubehör,Monitorarm,344.90,0.33
2025-05-21,Süd,Möbel,Rollcontainer,617.20,0.35
2025-05-21,Ost,Zubehör,USB-Hub,1388.91,0.32
2025-05-21,West,Technik,Monitor,1754.30,0.26
2025-05-22,West,Bürobedarf,Notizbuch,146.03,0.41
2025-05-22,Ost ,Verbrauchsmaterial,Klebeband,124.53,0.37
2025-05-22,Nord,Technik,Headset,793.83,0.21
2025-05-22,Süd,Bürobedarf,Notizbuch,429.30,0.42
2025-05-22,Nord,Möbel,Rollcontainer,1449.20,0.24
2025-05-22,Nord,Möbel,Bürostuhl,1092.42,0.23
2025-05-23,West,Möbel,Rollcontainer,1940.66,0.37
2025-05-23,Ost,Möbel,Bürostuhl,2901.83,0.32
2025-05-23,West,Möbel,Bürostuhl,2729.24,0.29
2025-05-23,Ost,Bürobedarf,Ordner,1014.86,0.46
2025-05-23,Ost,Zubehör,Kabelkanal,1290.87,0.28
2025-05-23,Süd,Möbel,Bürostuhl,2566.63,0.40
2025-05-23,Nord,Zubehör,USB-Hub,523.06,0.23
2025-05-24,Nord,Möbel,Regal,1461.47,0.15
2025-05-24,Nord,zubehör,Handballenauflage,662.77,0.26
2025-05-24,Süd,Bürobedarf,Druckerpapier,172.66,0.31
2025-05-24,West,Bürobedarf,Notizbuch,209.07,0.36
2025-05-24,Ost ,Technik,Headset,273.98,0.30
2025-05-24,Süd ,Bürobedarf,Druckerpapier,567.31,0.36
2025-05-24,Nord,Verbrauchsmaterial,Klebeband,879.21,0.25
2025-05-25,Süd,Bürobedarf,Druckerpapier,267.38,0.35
2025-05-25,Nord ,Bürobedarf,Notizbuch,526.03,0.26
2025-05-25,Ost,verbrauchsmaterial,Druckerpatrone,634.73,0.35
2025-05-25,West,Technik,Headset,2719.24,0.37
2025-05-25,West,Möbel,Regal,440.69,0.39
2025-05-26,Süd,Technik,Monitor,2057.85,0.30
2025-05-26,Ost,Technik,Headset,562.61,0.33
2025-05-26,Ost,Zubehör,Handballenauflage,531.01,0.30
2025-05-26,Süd,Verbrauchsmaterial,Klebeband,673.20,0.32
2025-05-26,Nord ,Verbrauchsmaterial,Etiketten,197.26,0.25
2025-05-26,Süd,Bürobedarf,Druckerpapier,118.16,0.33
2025-05-26,Süd,Bürobedarf,Notizbuch,437.81,0.35
2025-05-26,Süd,Möbel,Regal,2303.85,0.39
2025-05-26,Süd,Verbrauchsmaterial,Druckerpatrone,1174.27,0.38
2025-05-26,Süd,verbrauchsmaterial,Toner,401.31,0.41
2025-05-27,Süd ,Verbrauchsmaterial,Klebeband,141.64,0.25
2025-05-27,Ost,Bürobedarf,Druckerpapier,523.93,0.39
2025-05-27,Süd,Verbrauchsmaterial,Etiketten,261.23,0.34
2025-05-27,West,Technik,Tastatur,1799.26,0.25
2025-05-28,Süd,Technik,Headset,1144.51,0.31
2025-05-28,Ost,möbel,Bürostuhl,1470.46,0.37
2025-05-28,West,Verbrauchsmaterial,Klebeband,521.76,0.37
2025-05-28,Nord,Verbrauchsmaterial,Klebeband,608.83,0.24
2025-05-28,Ost,Bürobedarf,Ordner,327.84,0.30
2025-05-28,West,Zubehör,USB-Hub,419.34,0.31
2025-05-28,West,Bürobedarf,Druckerpapier,215.96,0.41
2025-05-28,Ost,Bürobedarf,Ordner,275.80,0.32
2025-05-28,Süd,Technik,Dockingstation,3287.37,0.30
2025-05-28,Süd,Verbrauchsmaterial,Etiketten,349.41,0.35
2025-05-29,West,Bürobedarf,Druckerpapier,607.97,0.28
2025-05-29,West,Möbel,Bürostuhl,834.20,0.34
2025-05-29,West ,Verbrauchsmaterial,Druckerpatrone,1193.45,0.39
2025-05-29,Ost,Verbrauchsmaterial,Etiketten,415.73,0.34
2025-05-29,Nord,Technik,Headset,546.98,0.16
2025-05-29,Süd,Verbrauchsmaterial,Druckerpatrone,658.07,0.36
2025-05-30,Nord,Bürobedarf,Notizbuch,639.09,0.23
2025-05-30,Nord,Verbrauchsmaterial,Druckerpatrone,893.42,0.12
2025-05-30,Nord,Verbrauchsmaterial,Klebeband,557.41,0.33
2025-05-30,Ost,Bürobedarf,Ordner,141.73,0.37
2025-05-30,Ost,Bürobedarf,Druckerpapier,576.90,0.30
2025-05-31,Nord,Verbrauchsmaterial,Toner,327.38,0.17
2025-05-31,Nord,Verbrauchsmaterial,Klebeband,455.40,0.21
2025-05-31,Ost,Technik,Monitor,1215.26,0.21
2025-05-31,Süd,Bürobedarf,Ordner,540.78,0.42
2025-05-31,Nord,Zubehör,Kabelkanal,520.58,0.16
2025-05-31,Ost,Bürobedarf,Druckerpapier,262.44,0.35
2025-05-31,Nord,Bürobedarf,Stiftebox,293.08,0.23
2025-05-31,West,Bürobedarf,Stiftebox,497.32,0.34
2025-05-31,Nord,Technik,Headset,1567.90,0.26
2025-06-01,Süd ,Technik,Tastatur,649.52,0.32
2025-06-01,Süd,Möbel,Regal,2673.63,0.25
2025-06-01,Ost,Verbrauchsmaterial,Druckerpatrone,496.77,0.39
2025-06-01,Nord,verbrauchsmaterial,Klebeband,200.42,0.27
2025-06-01,Ost,Technik,Tastatur,1583.62,0.31
2025-06-02,Süd,Verbrauchsmaterial,Klebeband,499.65,0.35
2025-06-02,Süd,bürobedarf,Notizbuch,301.55,0.34
2025-06-02,Ost,Verbrauchsmaterial,Druckerpatrone,164.04,0.39
2025-06-02,Nord,Zubehör,USB-Hub,449.33,0.20
2025-06-03,Nord,Möbel,Rollcontainer,3481.31,0.21
2025-06-03,Süd,Zubehör,Monitorarm,249.36,0.40
2025-06-03,West,Verbrauchsmaterial,Druckerpatrone,261.66,0.43
2025-06-03,West,Technik,Dockingstation,1662.67,0.28
2025-06-04,West,Technik,Dockingstation,2177.14,0.37
2025-06-04,Nord,Bürobedarf,Stiftebox,330.90,0.22
2025-06-04,Nord,Technik,Monitor,1593.70,0.28
2025-06-04,Ost,Möbel,Regal,1129.32,0.34
2025-06-04,Süd,Verbrauchsmaterial,Etiketten,169.91,0.29
2025-06-04,West ,Technik,Dockingstation,1953.76,0.26
2025-06-04,Nord,Verbrauchsmaterial,Druckerpatrone,677.23,0.24
2025-06-04,West,Bürobedarf,Ordner,236.59,0.43
2025-06-05,Ost,Zubehör,Monitorarm,2156.77,0.34
2025-06-05,Süd,Möbel,Bürostuhl,4116.21,0.31
2025-06-05,Ost ,Verbrauchsmaterial,Etiketten,346.55,0.38
2025-06-06,Nord,Verbrauchsmaterial,Etiketten,916.95,0.19
2025-06-06,Nord,Möbel,Regal,1320.44,0.21
2025-06-06,West,verbrauchsmaterial,Klebeband,521.62,0.37
2025-06-07,Süd,technik,Dockingstation,662.06,0.25
2025-06-07,Nord,Zubehör,Monitorarm,1406.00,0.29
2025-06-07,West,Verbrauchsmaterial,Toner,494.43,0.37
2025-06-07,Süd,Bürobedarf,Notizbuch,386.18,0.46
2025-06-07,West,Bürobedarf,Ordner,317.52,0.35
2025-06-07,Süd,Möbel,Regal,769.55,0.29
2025-06-07,Süd,Möbel,Schreibtisch,2124.89,0.21
2025-06-08,Nord,Zubehör,Kabelkanal,573.06,0.21
2025-06-08,Süd ,verbrauchsmaterial,Klebeband,483.33,0.36
2025-06-08,Ost,Technik,Tastatur,697.70,0.20
2025-06-08,Nord,Bürobedarf,Druckerpapier,253.25,0.25
2025-06-08,Nord ,verbrauchsmaterial,Druckerpatrone,260.82,0.17
2025-06-08,Ost,bürobedarf,Stiftebox,223.59,0.42
2025-06-08,West,Bürobedarf,Stiftebox,281.79,0.36
2025-06-08,Ost,Zubehör,Kabelkanal,554.93,0.31
2025-06-08,Ost,Verbrauchsmaterial,Toner,214.34,0.37
2025-06-08,Nord,Verbrauchsmaterial,Klebeband,456.62,0.24
2025-06-09,Ost,Bürobedarf,Notizbuch,221.65,0.42
2025-06-09,Ost,Verbrauchsmaterial,Druckerpatrone,443.26,0.40
2025-06-09,West,Technik,Dockingstation,809.86,0.40
2025-06-09,Süd,Verbrauchsmaterial,Toner,266.07,0.38
2025-06-09,West ,verbrauchsmaterial,Klebeband,318.70,0.33
2025-06-10,Nord,Technik,Monitor,488.99,0.20
2025-06-10,Süd,Möbel,Schreibtisch,1844.55,0.37
2025-06-10,Nord,Bürobedarf,Notizbuch,328.98,0.30
2025-06-10,Ost,Bürobedarf,Notizbuch,550.71,0.41
2025-06-10,West,Bürobedarf,Ordner,872.53,0.36
2025-06-10,Ost,Technik,Monitor,1506.97,0.29
2025-06-10,Nord,Bürobedarf,Ordner,149.20,0.29
2025-06-10,West,Zubehör,Handballenauflage,311.17,0.38
2025-06-11,West,Technik,Headset,2615.09,0.31
2025-06-11,Süd,Bürobedarf,Stiftebox,400.93,0.39
2025-06-11,Ost,Möbel,Bürostuhl,1559.10,0.27
2025-06-11,Nord,Bürobedarf,Druckerpapier,540.27,0.25
2025-06-11,Ost,Verbrauchsmaterial,Druckerpatrone,356.06,0.40
2025-06-12,Ost,Zubehör,Monitorarm,746.91,0.40
2025-06-12,West,Bürobedarf,Druckerpapier,288.42,0.36
2025-06-12,Ost ,Technik,Headset,4002.01,0.33
2025-06-12,Nord,Zubehör,Kabelkanal,541.25,0.25
2025-06-12,West,bürobedarf,Ordner,429.01,0.38
2025-06-12,Süd,Zubehör,Kabelkanal,877.76,0.32
2025-06-12,West,Bürobedarf,Druckerpapier,500.54,0.31
2025-06-13,Süd,Bürobedarf,Ordner,110.26,0.40
2025-06-13,West,Verbrauchsmaterial,Etiketten,267.15,0.41
2025-06-13,Nord ,Zubehör,Handballenauflage,659.75,0.27
2025-06-13,Ost,Technik,Tastatur,738.04,0.28
2025-06-13,Nord ,Bürobedarf,Stiftebox,290.46,0.24
2025-06-13,West,Zubehör,Kabelkanal,309.63,0.32
2025-06-13,Süd,Bürobedarf,Notizbuch,557.25,0.42
2025-06-14,Süd,Zubehör,Kabelkanal,484.02,0.28
2025-06-14,Nord,Verbrauchsmaterial,Toner,190.51,0.26
2025-06-14,Nord ,Technik,Monitor,782.77,0.10
2025-06-14,Süd,Bürobedarf,Ordner,292.77,0.40
2025-06-14,Nord,Bürobedarf,Notizbuch,839.84,0.22
2025-06-15,Nord,Verbrauchsmaterial,Toner,583.21,0.22
2025-06-15,Nord ,Bürobedarf,Stiftebox,392.53,0.33
2025-06-15,Ost,Technik,Monitor,879.85,0.30
2025-06-15,Süd,Verbrauchsmaterial,Etiketten,643.52,0.39
2025-06-15,West,Bürobedarf,Notizbuch,220.98,0.38
2025-06-15,Nord,Zubehör,Handballenauflage,776.30,0.21
2025-06-16,Süd,Technik,Headset,1023.69,0.26
2025-06-16,West,Bürobedarf,Stiftebox,294.86,0.45
2025-06-16,Nord,Verbrauchsmaterial,Toner,369.98,0.28
2025-06-16,Nord,Verbrauchsmaterial,Klebeband,145.00,0.23
2025-06-16,West,Verbrauchsmaterial,Druckerpatrone,272.80,0.38
2025-06-16,West,Verbrauchsmaterial,Klebeband,431.07,0.37
2025-06-16,Süd,Bürobedarf,Druckerpapier,287.82,0.38
2025-06-16,Ost,Zubehör,USB-Hub,836.88,0.41
2025-06-16,Süd,Zubehör,Handballenauflage,732.58,0.26
2025-06-16,Süd,Möbel,Rollcontainer,659.07,0.37
2025-06-17,West,Technik,Monitor,1706.58,0.34
2025-06-17,Süd,Bürobedarf,Druckerpapier,497.43,0.48
2025-06-17,Ost,Verbrauchsmaterial,Etiketten,564.55,0.33
2025-06-17,West,Bürobedarf,Stiftebox,848.10,0.36
2025-06-17,Nord,Bürobedarf,Notizbuch,109.18,0.28
2025-06-17,West,Bürobedarf,Ordner,293.75,0.38
2025-06-17,West,Möbel,Bürostuhl,427.96,0.33
2025-06-18,Ost,Möbel,Regal,1123.13,0.28
2025-06-18,West,Verbrauchsmaterial,Toner,535.01,0.32
2025-06-18,Ost ,Technik,Monitor,1287.63,0.36
2025-06-18,Nord,Möbel,Bürostuhl,3764.81,0.20
2025-06-18,Nord ,Möbel,Regal,548.66,0.24
2025-06-18,Süd,Verbrauchsmaterial,Etiketten,290.83,0.30
2025-06-18,Ost,Bürobedarf,Stiftebox,882.29,0.37
2025-06-18,Ost,Zubehör,Monitorarm,704.12,0.33
2025-06-18,Süd ,Bürobedarf,Druckerpapier,371.45,0.30
2025-06-19,West,Möbel,Regal,1360.72,0.36
2025-06-19,West,Bürobedarf,Druckerpapier,490.46,0.42
2025-06-19,West,Bürobedarf,Druckerpapier,399.71,0.44
2025-06-20,West,Bürobedarf,Ordner,248.74,0.41
2025-06-20,West ,Verbrauchsmaterial,Toner,570.79,0.33
2025-06-20,Ost,Technik,Tastatur,1066.69,0.31
2025-06-20,Nord,Verbrauchsmaterial,Druckerpatrone,474.84,0.30
2025-06-21,Nord,Verbrauchsmaterial,Etiketten,190.29,0.16
2025-06-21,West,Bürobedarf,Stiftebox,227.62,0.41
2025-06-21,Nord,Möbel,Bürostuhl,565.39,0.23
2025-06-21,West,Verbrauchsmaterial,Toner,306.76,0.40
2025-06-21,Süd,Bürobedarf,Ordner,213.80,0.28
2025-06-21,Nord,Bürobedarf,Druckerpapier,151.98,0.20
2025-06-22,Ost,Technik,Tastatur,1514.94,0.32
2025-06-22,Ost,Möbel,Schreibtisch,1385.54,0.29
2025-06-22,West,Zubehör,USB-Hub,642.25,0.25
2025-06-22,Süd,Verbrauchsmaterial,Etiketten,416.54,0.36
2025-06-22,Nord,Verbrauchsmaterial,Toner,976.19,0.27
2025-06-22,Süd,Bürobedarf,Druckerpapier,1204.80,0.36
2025-06-22,Süd,Zubehör,USB-Hub,404.74,0.41
2025-06-22,West,Technik,Dockingstation,1388.26,0.37
2025-06-23,Ost,Möbel,Bürostuhl,2703.71,0.28
2025-06-23,Ost,Bürobedarf,Ordner,418.75,0.35
2025-06-23,West,Technik,Tastatur,1117.59,0.24
2025-06-23,Ost,Bürobedarf,Ordner,275.54,0.39
2025-06-24,Süd,Technik,Headset,1275.07,0.38
2025-06-24,West,Verbrauchsmaterial,Druckerpatrone,995.18,0.36
2025-06-24,Nord ,Verbrauchsmaterial,Klebeband,291.32,0.26
2025-06-24,Süd,Technik,Headset,1307.11,0.30
2025-06-24,Ost,Möbel,Rollcontainer,2912.29,0.32
2025-06-24,Ost,Technik,Tastatur,738.31,0.34
2025-06-25,Nord,verbrauchsmaterial,Etiketten,424.17,0.25
2025-06-25,Ost,Bürobedarf,Druckerpapier,724.97,0.38
2025-06-25,Süd,Zubehör,Kabelkanal,232.11,0.39
2025-06-25,West,Bürobedarf,Stiftebox,448.24,0.36
2025-06-25,Süd,technik,Tastatur,1768.62,0.24
2025-06-25,Süd ,Technik,Tastatur,2573.32,0.34
2025-06-25,Ost,zubehör,USB-Hub,966.94,0.36
2025-06-25,Süd,Zubehör,Kabelkanal,434.15,0.34
2025-06-25,West,Technik,Headset,882.11,0.21
2025-06-26,Nord,verbrauchsmaterial,Druckerpatrone,563.08,0.15
2025-06-26,Nord,zubehör,Kabelkanal,359.28,0.22
2025-06-26,Ost ,Technik,Dockingstation,1145.81,0.30
2025-06-26,West,Möbel,Rollcontainer,4182.24,0.31
2025-06-26,Ost,Bürobedarf,Ordner,204.85,0.41
2025-06-26,West,Verbrauchsmaterial,Klebeband,180.43,0.32
2025-06-26,Nord,Technik,Tastatur,2934.18,0.23
2025-06-26,West,Verbrauchsmaterial,Druckerpatrone,450.90,0.35
2025-06-26,Nord,Verbrauchsmaterial,Etiketten,200.57,0.19
2025-06-26,Nord,Verbrauchsmaterial,Druckerpatrone,525.41,0.27
2025-06-27,West,Technik,Headset,1767.65,0.26
2025-06-27,West ,Technik,Dockingstation,375.75,0.29
2025-06-28,Süd,Technik,Tastatur,895.76,0.25
2025-06-28,Süd,Technik,Monitor,3129.73,0.28
2025-06-28,Süd,Zubehör,USB-Hub,425.39,0.26
2025-06-28,Nord,Bürobedarf,Druckerpapier,273.07,0.30
2025-06-28,Nord,Zubehör,USB-Hub,800.51,0.17
2025-06-28,West,Bürobedarf,Ordner,340.53,0.37
2025-06-28,Süd,Zubehör,Handballenauflage,1008.75,0.33
2025-06-29,West,Zubehör,Kabelkanal,666.30,0.22
2025-06-29,Nord,Zubehör,Handballenauflage,307.31,0.22
2025-06-29,Nord,Verbrauchsmaterial,Klebeband,1187.88,0.19
2025-06-29,West,Verbrauchsmaterial,Toner,550.59,0.38
2025-06-30,Nord,Bürobedarf,Ordner,603.76,0.21
2025-06-30,Nord ,Verbrauchsmaterial,Klebeband,484.79,0.31
2025-06-30,Süd,Verbrauchsmaterial,Etiketten,402.62,0.41
2025-06-30,West,Technik,Headset,734.54,0.31
2025-06-30,Ost,Bürobedarf,Ordner,568.29,0.43
2025-06-30,West,Verbrauchsmaterial,Klebeband,627.72,0.34
2025-07-01,Nord,Möbel,Bürostuhl,1771.78,0.18
2025-07-01,West,Technik,Headset,924.63,0.35
2025-07-01,Süd,Möbel,Regal,3487.21,0.29
2025-07-01,West ,Zubehör,USB-Hub,810.05,0.34
2025-07-01,West,Bürobedarf,Notizbuch,525.00,0.34
2025-07-01,Nord,Technik,Headset,3487.72,0.20
2025-07-01,Süd,Technik,Monitor,747.08,0.25
2025-07-02,Süd,Bürobedarf,Ordner,157.48,0.30
2025-07-02,Nord,Möbel,Bürostuhl,1654.96,0.25
2025-07-02,Süd,Bürobedarf,Notizbuch,168.25,0.40
2025-07-02,Ost,Technik,Monitor,1898.83,0.25
2025-07-02,Süd ,Möbel,Bürostuhl,1540.50,0.25
2025-07-02,West ,Bürobedarf,Druckerpapier,181.57,0.33
2025-07-02,West,Verbrauchsmaterial,Toner,299.13,0.36
2025-07-03,Süd,Möbel,Regal,1329.87,0.35
2025-07-03,Ost,Zubehör,Kabelkanal,375.02,0.36
2025-07-03,West,Bürobedarf,Notizbuch,557.52,0.38
2025-07-03,Ost,Bürobedarf,Druckerpapier,322.95,0.43
2025-07-03,Süd,Möbel,Bürostuhl,682.38,0.33
2025-07-03,Süd,Zubehör,Kabelkanal,334.76,0.33
2025-07-03,Süd,Bürobedarf,Ordner,191.38,0.40
2025-07-03,Ost,Zubehör,Kabelkanal,441.22,0.34
2025-07-03,Ost,Technik,Tastatur,1019.65,0.32
2025-07-03,Süd,Verbrauchsmaterial,Toner,737.18,0.31

2025-07-03,Süd,Zubehör,Kabelkanal,460.56,0.42
2025-07-04,Süd,Möbel,Rollcontainer,3739.32,0.30
2025-07-04,Süd,Technik,Headset,890.56,0.31
2025-07-04,West ,Technik,Monitor,652.83,0.19
2025-07-04,Süd,Verbrauchsmaterial,Druckerpatrone,726.94,0.30
2025-07-05,Ost,Verbrauchsmaterial,Druckerpatrone,335.18,0.35
2025-07-05,Ost,Technik,Tastatur,1555.98,0.32
2025-07-05,Nord,Verbrauchsmaterial,Etiketten,237.63,0.35
2025-07-05,West,Technik,Tastatur,1035.27,0.25
2025-07-05,West,Technik,Headset,813.02,0.28
2025-07-05,West,Technik,Monitor,1086.98,0.24
2025-07-05,Ost,technik,Dockingstation,1452.67,0.28
2025-07-05,Ost,Zubehör,Kabelkanal,759.57,0.29
2025-07-05,Ost,Möbel,Rollcontainer,680.71,0.38
2025-07-06,West,Verbrauchsmaterial,Toner,678.46,0.35
2025-07-06,Ost,Bürobedarf,Stiftebox,504.52,0.38
2025-07-06,West,Möbel,Regal,1768.42,0.35
2025-07-06,Ost,Zubehör,USB-Hub,611.42,0.38
2025-07-06,Nord,Bürobedarf,Stiftebox,347.48,0.18
2025-07-06,Nord,Möbel,Schreibtisch,1429.79,0.19
2025-07-07,Ost,Zubehör,Kabelkanal,146.44,0.42
2025-07-07,Ost,Verbrauchsmaterial,Etiketten,289.54,0.34
2025-07-07,West,Möbel,Rollcontainer,1619.85,0.29
2025-07-07,West,Technik,Headset,1318.45,0.26
2025-07-07,West,Bürobedarf,Notizbuch,465.66,0.40
2025-07-07,West ,Möbel,Regal,3034.99,0.28
2025-07-07,Süd,Möbel,Schreibtisch,1051.84,0.27
2025-07-08,Ost ,Technik,Monitor,1854.88,0.27
2025-07-08,Ost,Technik,Tastatur,1086.78,0.32
2025-07-08,Nord,Bürobedarf,Druckerpapier,321.00,0.25
2025-07-08,Süd,Zubehör,Handballenauflage,771.86,0.39
2025-07-08,Nord,Bürobedarf,Stiftebox,476.28,0.26
2025-07-08,Süd,Technik,Monitor,338.29,0.32
2025-07-08,Ost,Möbel,Rollcontainer,1351.29,0.30
2025-07-08,West,Möbel,Regal,1345.54,0.33
2025-07-09,West,Verbrauchsmaterial,Klebeband,115.85,0.36
2025-07-09,Nord,Möbel,Schreibtisch,2463.24,0.17
2025-07-09,Süd,Zubehör,Kabelkanal,416.01,0.36
2025-07-09,Nord,bürobedarf,Stiftebox,201.19,0.22
2025-07-09,Süd,Möbel,Regal,937.38,0.31
2025-07-09,Nord,Verbrauchsmaterial,Toner,1055.05,0.26
2025-07-10,Nord ,Bürobedarf,Druckerpapier,218.32,0.22
2025-07-10,Nord,Verbrauchsmaterial,Etiketten,540.52,0.21
2025-07-10,Ost,Möbel,Rollcontainer,1422.00,0.32
2025-07-10,Nord,Bürobedarf,Stiftebox,195.81,0.27
2025-07-10,West,Technik,Tastatur,1585.13,0.31
2025-07-10,Ost,Bürobedarf,Notizbuch,332.81,0.40
2025-07-10,Ost,möbel,Regal,998.30,0.32
2025-07-11,West ,Bürobedarf,Notizbuch,403.11,0.41
2025-07-11,Süd,Technik,Monitor,2014.03,0.29
2025-07-11,Ost,Technik,Headset,1744.74,0.25
2025-07-11,Süd,bürobedarf,Notizbuch,177.55,0.34
2025-07-11,West,Zubehör,Monitorarm,753.94,0.31
2025-07-11,Ost,Bürobedarf,Druckerpapier,441.20,0.35
2025-07-11,West,Möbel,Rollcontainer,534.54,0.32
2025-07-12,Süd,Verbrauchsmaterial,Toner,703.60,0.35
2025-07-12,Süd,Möbel,Schreibtisch,1202.85,0.37
2025-07-12,West,Bürobedarf,Druckerpapier,363.31,0.29
2025-07-13,Nord,Möbel,Schreibtisch,2003.32,0.14
2025-07-13,Süd,Verbrauchsmaterial,Druckerpatrone,526.07,0.38
2025-07-13,West,Zubehör,Kabelkanal,624.51,0.35
2025-07-13,Ost,Zubehör,Handballenauflage,420.56,0.34
2025-07-13,West,zubehör,Handballenauflage,877.19,0.34
2025-07-13,Nord,Technik,Monitor,921.18,0.21
2025-07-14,Süd ,Verbrauchsmaterial,Toner,284.73,0.31
2025-07-14,Ost,Bürobedarf,Druckerpapier,367.62,0.44
2025-07-14,Nord,Zubehör,Handballenauflage,911.75,0.22
2025-07-14,Nord,Verbrauchsmaterial,Klebeband,304.99,0.29
2025-07-14,Nord,Zubehör,Handballenauflage,390.51,0.24
2025-07-14,Ost ,Bürobedarf,Notizbuch,336.02,0.34
2025-07-14,West,Möbel,Bürostuhl,2742.63,0.31
2025-07-14,Süd,Verbrauchsmaterial,Etiketten,557.19,0.38
2025-07-15,Nord,Verbrauchsmaterial,Druckerpatrone,410.59,0.22
2025-07-15,Nord ,Bürobedarf,Notizbuch,145.78,0.31
2025-07-15,Süd,Bürobedarf,Ordner,368.03,0.36
2025-07-15,Ost,Verbrauchsmaterial,Klebeband,612.87,0.28
2025-07-15,Ost,Bürobedarf,Stiftebox,195.38,0.31
2025-07-15,Nord,Bürobedarf,Stiftebox,441.48,0.28
2025-07-15,Nord,Technik,Tastatur,847.34,0.22
2025-07-15,Süd,Verbrauchsmaterial,Toner,531.45,0.27
2025-07-16,Süd,Technik,Monitor,585.36,0.30
2025-07-16,Süd,Technik,Monitor,409.45,0.26
2025-07-16,West,Bürobedarf,Druckerpapier,52.09,0.34
2025-07-16,Nord,Verbrauchsmaterial,Druckerpatrone,541.25,0.38
2025-07-16,Nord,Technik,Monitor,1127.23,0.22
2025-07-16,West,Zubehör,Monitorarm,764.66,0.30
2025-07-17,Süd,Bürobedarf,Stiftebox,178.52,0.40
2025-07-17,Süd,Bürobedarf,Notizbuch,197.00,0.30
2025-07-17,Ost,verbrauchsmaterial,Druckerpatrone,293.00,0.32
2025-07-18,Süd,Technik,Monitor,828.76,0.28
2025-07-18,West,Möbel,Schreibtisch,548.36,0.29
2025-07-18,West,Verbrauchsmaterial,Etiketten,621.46,0.32
2025-07-18,Süd,Verbrauchsmaterial,Klebeband,495.50,0.39
